,id
1102,5832486.0
1103,6639400.0
1104,5834191.0
1105,6849095.0
1106,6355814.0
1107,6356470.0
1108,6368099.0
1109,6639917.0
1110,6370880.0
1111,6382133.0
1112,7269492.0
1113,6855940.0
1114,6858455.0
1115,6859009.0
1116,6648059.0
1117,6862068.0
1118,6872508.0
1119,6873130.0
1120,7272883.0
1121,6655623.0
1122,7274531.0
1123,7276771.0
1124,6874983.0
1125,6878126.0
1126,6665353.0
1127,6879337.0
1128,6879782.0
1129,7283053.0
1130,6666896.0
1131,7287613.0
1132,7288868.0
1133,6883258.0
1134,6890410.0
1135,6890661.0
1136,6668318.0
1137,6890736.0
1138,7296776.0
1139,7296856.0
1140,6669982.0
1141,7298598.0
1142,7300336.0
1143,7302792.0
1144,6892490.0
1145,6892948.0
1146,6673510.0
1147,6894321.0
1148,7302880.0
1149,7303193.0
1150,6676272.0
1151,7304023.0
1152,7318289.0
1153,7321705.0
1154,6899318.0
1155,6899328.0
1156,6904259.0
1157,6905262.0
1158,6917397.0
1159,6917799.0
1160,6918420.0
1161,6676709.0
1162,6920290.0
1163,7327159.0
1164,6684168.0
1165,7334657.0
1166,7336070.0
1167,7336319.0
1168,7342980.0
1169,7346911.0
1170,6920998.0
1171,6921445.0
1172,6924921.0
1173,6687095.0
1174,6928417.0
1175,7348421.0
1176,6690831.0
1177,6700678.0
1178,7352636.0
1179,6936346.0
1180,6702344.0
1181,7353308.0
1182,6704454.0
1183,7354259.0
1184,6946659.0
1185,6720025.0
1186,6948877.0
1187,7360764.0
1188,7360770.0
1189,6721047.0
1190,7364072.0
1191,6964075.0
1192,6726631.0
1193,6969620.0
1194,7364565.0
1195,6732580.0
1196,7374839.0
1197,6738281.0
1198,7379514.0
1199,6979436.0
1200,6984319.0
1201,6746563.0
1202,6984795.0
1203,7379562.0
1204,6746581.0
1205,7389824.0
1206,6996749.0
1207,6751617.0
1208,6998512.0
1209,6998613.0
1210,7390940.0
1211,7393203.0
1212,6755960.0
1213,7394647.0
1214,6998978.0
1215,6757026.0
1216,7002784.0
1217,7002969.0
1218,7027365.0
1219,7395565.0
1220,7396461.0
1221,6770685.0
1222,7397834.0
1223,7027939.0
1224,7028202.0
1225,7031898.0
1226,6777339.0
1227,7398963.0
1228,6777378.0
1229,7399299.0
1230,7408132.0
1231,7033700.0
1232,6782647.0
1233,7445374.0
1234,6789323.0
1235,7451632.0
1236,7044642.0
1237,6789680.0
1238,7048089.0
1239,7453107.0
1240,6797750.0
1241,7465371.0
1242,7465808.0
1243,7058006.0
1244,6798084.0
1245,7058073.0
1246,6803611.0
1247,7062422.0
1248,7062579.0
1249,7063485.0
1250,7470541.0
1251,7480639.0
1252,6804298.0
1253,7488267.0
1254,6804779.0
1255,7064454.0
1256,6807466.0
1257,7494224.0
1258,6814150.0
1259,7496312.0
1260,7510529.0
1261,7069218.0
1262,7071532.0
1263,7077495.0
1264,6818349.0
1265,7083577.0
1266,7514341.0
1267,7521297.0
1268,6826628.0
1269,7521357.0
1270,7086106.0
1271,7524329.0
1272,6835422.0
1273,6838684.0
1274,7526595.0
1275,7527443.0
1276,7098426.0
1277,7107957.0
1278,6841119.0
1279,7110067.0
1280,6842792.0
1281,7110707.0
1282,7543635.0
1283,7550322.0
1284,7791552.0
1285,7123943.0
1286,7804403.0
1287,7126137.0
1288,7813272.0
1289,7126541.0
1290,7130067.0
1291,7553127.0
1292,7816550.0
1293,7819990.0
1294,7555005.0
1295,7135061.0
1296,7823776.0
1297,7136620.0
1298,7555546.0
1299,7829597.0
1300,7140592.0
1301,7834921.0
1302,7155285.0
1303,7555989.0
1304,7845038.0
1305,7846267.0
1306,7559683.0
1307,7571776.0
1308,7155908.0
1309,7863974.0
1310,7158361.0
1311,7868175.0
1312,7594005.0
1313,7607700.0
1314,7880349.0
1315,7613506.0
1316,7619283.0
1317,7164538.0
1318,7168639.0
1319,7174842.0
1320,7883094.0
1321,7624255.0
1322,7889026.0
1323,7627901.0
1324,7184404.0
1325,7187091.0
1326,7895673.0
1327,7674581.0
1328,7897269.0
1329,7683050.0
1330,7916186.0
1331,7683842.0
1332,7690343.0
1333,7195010.0
1334,7941575.0
1335,7942462.0
1336,7195341.0
1337,7943994.0
1338,7200740.0
1339,7691107.0
1340,7946067.0
1341,7710790.0
1342,7722073.0
1343,7723458.0
1344,7202616.0
1345,7203022.0
1346,7959259.0
1347,7213660.0
1348,7213987.0
1349,7727176.0
1350,7961286.0
1351,7728258.0
1352,7740887.0
1353,7742091.0
1354,7214373.0
1355,7217731.0
1356,7967467.0
1357,7975775.0
1358,7219410.0
1359,7744141.0
1360,7980800.0
1361,7758178.0
1362,7768575.0
1363,7235801.0
1364,7992277.0
1365,7237152.0
1366,7241696.0
1367,8003960.0
1368,7242040.0
1369,7772070.0
1370,8004223.0
1371,8004818.0
1372,7772301.0
1373,7245812.0
1374,8004836.0
1375,8649990.0
1376,8678138.0
1377,8678613.0
1378,8679279.0
1379,8747143.0
1380,7780508.0
1381,7784626.0
1382,7788149.0
1383,8013661.0
1384,8024658.0
1385,10171468.0
1386,8025828.0
1387,8759251.0
1388,8785728.0
1389,8025945.0
1390,8787562.0
1391,10189702.0
1392,8803352.0
1393,8044383.0
1394,10198864.0
1395,10241143.0
1396,8063833.0
1397,8826531.0
1398,8074711.0
1399,8832401.0
1400,10256016.0
1401,8075502.0
1402,8075949.0
1403,10288385.0
1404,8838780.0
1405,10330404.0
1406,8076094.0
1407,10342477.0
1408,8076202.0
1409,8843389.0
1410,8864836.0
1411,8076287.0
1412,10375039.0
1413,8102002.0
1414,10406893.0
1415,10419642.0
1416,8878116.0
1417,8121638.0
1418,8891957.0
1419,8916763.0
1420,8920970.0
1421,8934027.0
1422,10428385.0
1423,8127406.0
1424,10432776.0
1425,8939466.0
1426,8128534.0
1427,8943654.0
1428,10447667.0
1429,10447671.0
1430,8142940.0
1431,10460095.0
1432,8944972.0
1433,8946738.0
1434,8969036.0
1435,8969173.0
1436,8176767.0
1437,9000724.0
1438,10460318.0
1439,10460792.0
1440,8182818.0
1441,10474427.0
1442,9001079.0
1443,8183451.0
1444,9003170.0
1445,10479869.0
1446,8199782.0
1447,10481969.0
1448,10485211.0
1449,9003727.0
1450,9011953.0
1451,9040916.0
1452,8200182.0
1453,9044204.0
1454,10510866.0
1455,8208369.0
1456,10530173.0
1457,8211389.0
1458,10531067.0
1459,9070289.0
1460,9070908.0
1461,9074510.0
1462,9103239.0
1463,8215329.0
1464,9124283.0
1465,10539411.0
1466,10548137.0
1467,8215704.0
1468,10580690.0
1469,9126438.0
1470,8217825.0
1471,9133486.0
1472,8223376.0
1473,9155731.0
1474,10588665.0
1475,8234749.0
1476,10593747.0
1477,8235432.0
1478,10602605.0
1479,8237229.0
1480,10603406.0
1481,9177954.0
1482,8263722.0
1483,9181984.0
1484,9191364.0
1485,10607075.0
1486,8270339.0
1487,10610925.0
1488,9192635.0
1489,8284526.0
1490,9196510.0
1491,9246525.0
1492,10626973.0
1493,8286378.0
1494,10629928.0
1495,8287475.0
1496,8302241.0
1497,8308725.0
1498,8319520.0
1499,10652423.0
1500,9262701.0
1501,9269648.0
1502,8320572.0
1503,9324193.0
1504,8331883.0
1505,9339118.0
1506,10654166.0
1507,10694392.0
1508,8352016.0
1509,10695139.0
1510,8358132.0
1511,10695949.0
1512,9344344.0
1513,9381049.0
1514,9381653.0
1515,8375393.0
1516,8381368.0
1517,9385786.0
1518,10729103.0
1519,8383810.0
1520,10737804.0
1521,10746968.0
1522,10757478.0
1523,9428106.0
1524,9473432.0
1525,8385723.0
1526,8442992.0
1527,9481664.0
1528,10757653.0
1529,10764030.0
1530,9483930.0
1531,8452139.0
1532,8481093.0
1533,9484558.0
1534,8491814.0
1535,9501302.0
1536,10765140.0
1537,8500121.0
1538,9508076.0
1539,8545264.0
1540,9528114.0
1541,9543682.0
1542,10767858.0
1543,10776921.0
1544,8546213.0
1545,8548754.0
1546,10782877.0
1547,9544301.0
1548,9581952.0
1549,8550201.0
1550,9602671.0
1551,9624526.0
1552,10793637.0
1553,10799760.0
1554,8560036.0
1555,8560554.0
1556,8561197.0
1557,10831140.0
1558,9629805.0
1559,9641401.0
1560,8562894.0
1561,10856334.0
1562,8606792.0
1563,10878176.0
1564,9662646.0
1565,8612544.0
1566,9720910.0
1567,10881001.0
1568,10893834.0
1569,8619313.0
1570,9746095.0
1571,9767425.0
1572,8630898.0
1573,10913004.0
1574,8640019.0
1575,11253686.0
1576,10914093.0
1577,9769026.0
1578,9781652.0
1579,11254882.0
1580,9789080.0
1581,10918346.0
1582,11291814.0
1583,10918884.0
1584,10921191.0
1585,10931990.0
1586,9818305.0
1587,9869464.0
1588,9877110.0
1589,11315907.0
1590,9905663.0
1591,11330895.0
1592,9920665.0
1593,9921111.0
1594,9922562.0
1595,10933456.0
1596,11331047.0
1597,10941826.0
1598,9935207.0
1599,11331129.0
1600,11338990.0
1601,9993082.0
1602,10051134.0
1603,10954365.0
1604,11343381.0
1605,10965309.0
1606,11352406.0
1607,10984825.0
1608,10064874.0
1609,10077732.0
1610,10092086.0
1611,10097308.0
1612,11360162.0
1613,10098984.0
1614,10101434.0
1615,10989807.0
1616,11372300.0
1617,11003505.0
1618,11375069.0
1619,11013532.0
1620,11026093.0
1621,10127258.0
1622,10129097.0
1623,11375209.0
1624,10132276.0
1625,11377070.0
1626,10146219.0
1627,10147606.0
1628,11807170.0
1629,11031323.0
1630,11381892.0
1631,11031952.0
1632,11818025.0
1633,11388911.0
1634,11831152.0
1635,11032264.0
1636,11393480.0
1637,11035845.0
1638,11844671.0
1639,11406417.0
1640,11856283.0
1641,11051872.0
1642,11406915.0
1643,11064209.0
1644,11408090.0
1645,11886302.0
1646,11889349.0
1647,11429991.0
1648,11898913.0
1649,11091071.0
1650,11091591.0
1651,11430695.0
1652,11093298.0
1653,11904478.0
1654,11908261.0
1655,11465498.0
1656,11915585.0
1657,11924751.0
1658,11100476.0
1659,11472993.0
1660,11925686.0
1661,11484513.0
1662,11102604.0
1663,11489464.0
1664,11120772.0
1665,11932495.0
1666,11489914.0
1667,11933170.0
1668,11128052.0
1669,11138004.0
1670,11490943.0
1671,11177416.0
1672,11933786.0
1673,11938204.0
1674,11516651.0
1675,11943128.0
1676,11198787.0
1677,11201038.0
1678,11947436.0
1679,11516934.0
1680,11953224.0
1681,11207736.0
